Image_creator_script/img_faces_only 2.0/no_mask_images/1img80_NO-MASKED.jpg,NO-MASKED,"[[42, 95, 350, 350]]","[[238, 196, 73, 73], [114, 211, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/1img81_NO-MASKED.jpg,NO-MASKED,"[[45, 93, 357, 357]]","[[239, 196, 73, 73], [114, 208, 67, 67]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/1img82_NO-MASKED.jpg,NO-MASKED,"[[59, 101, 333, 333]]","[[238, 194, 74, 74], [118, 208, 65, 65]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/1img83_NO-MASKED.jpg,NO-MASKED,"[[57, 102, 323, 323]]","[[119, 206, 65, 65], [242, 192, 75, 75]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img0_NO-MASKED.jpg,NO-MASKED,"[[115, 171, 255, 255]]","[[276, 247, 48, 48], [166, 258, 41, 41]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img1_NO-MASKED.jpg,NO-MASKED,"[[120, 167, 250, 250]]","[[161, 251, 47, 47], [281, 243, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img2_NO-MASKED.jpg,NO-MASKED,"[[118, 160, 263, 263]]","[[279, 240, 50, 50], [162, 246, 52, 52]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img3_NO-MASKED.jpg,NO-MASKED,"[[117, 157, 266, 266]]","[[165, 247, 49, 49], [285, 240, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img4_NO-MASKED.jpg,NO-MASKED,"[[124, 166, 245, 245]]","[[163, 243, 51, 51], [286, 239, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img5_NO-MASKED.jpg,NO-MASKED,"[[118, 158, 263, 263]]","[[288, 238, 47, 47], [168, 243, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img6_NO-MASKED.jpg,NO-MASKED,"[[120, 159, 263, 263]]","[[167, 243, 49, 49], [286, 237, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img7_NO-MASKED.jpg,NO-MASKED,"[[120, 164, 255, 255]]","[[291, 239, 46, 46], [167, 243, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img8_NO-MASKED.jpg,NO-MASKED,"[[129, 167, 246, 246]]","[[291, 236, 49, 49], [167, 242, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img9_NO-MASKED.jpg,NO-MASKED,"[[126, 162, 255, 255]]","[[287, 234, 52, 52], [166, 241, 51, 51]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img10_NO-MASKED.jpg,NO-MASKED,"[[134, 166, 246, 246]]","[[291, 238, 47, 47], [167, 241, 52, 52]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img11_NO-MASKED.jpg,NO-MASKED,"[[118, 157, 266, 266]]","[[291, 238, 48, 48], [169, 243, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img12_NO-MASKED.jpg,NO-MASKED,"[[123, 163, 255, 255]]","[[170, 243, 48, 48], [290, 236, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img13_NO-MASKED.jpg,NO-MASKED,"[[126, 161, 257, 257]]","[[292, 238, 46, 46], [168, 241, 51, 51]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img14_NO-MASKED.jpg,NO-MASKED,"[[132, 161, 250, 250]]","[[170, 241, 50, 50], [291, 237, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img15_NO-MASKED.jpg,NO-MASKED,"[[134, 169, 242, 242]]","[[292, 237, 48, 48], [168, 241, 52, 52]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img16_NO-MASKED.jpg,NO-MASKED,"[[118, 157, 266, 266]]","[[292, 243, 42, 42], [173, 247, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img17_NO-MASKED.jpg,NO-MASKED,"[[117, 161, 255, 255]]","[[152, 245, 49, 49], [276, 243, 42, 42]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img18_NO-MASKED.jpg,NO-MASKED,"[[112, 163, 255, 255]]","[[269, 238, 47, 47], [143, 241, 54, 54]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img19_NO-MASKED.jpg,NO-MASKED,"[[108, 170, 238, 238]]","[[265, 242, 44, 44], [141, 244, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img20_NO-MASKED.jpg,NO-MASKED,"[[101, 170, 237, 237]]","[[251, 238, 51, 51], [135, 245, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img21_NO-MASKED.jpg,NO-MASKED,"[[96, 173, 230, 230]]","[[250, 239, 48, 48], [133, 246, 47, 47]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img22_NO-MASKED.jpg,NO-MASKED,"[[103, 175, 227, 227]]","[[133, 249, 44, 44], [245, 239, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img23_NO-MASKED.jpg,NO-MASKED,"[[102, 173, 228, 228]]","[[246, 241, 44, 44], [133, 249, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img24_NO-MASKED.jpg,NO-MASKED,"[[183, 169, 230, 230]]","[[338, 240, 40, 40], [252, 248, 27, 27]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img25_NO-MASKED.jpg,NO-MASKED,"[[209, 169, 213, 213]]","[[335, 228, 49, 49], [215, 227, 52, 52]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img26_NO-MASKED.jpg,NO-MASKED,"[[199, 165, 216, 216]]","[[337, 231, 42, 42], [225, 229, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img27_NO-MASKED.jpg,NO-MASKED,"[[115, 172, 253, 253]]","[[287, 246, 49, 49], [159, 257, 37, 37]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/2img28_NO-MASKED.jpg,NO-MASKED,"[[123, 179, 250, 250]]","[[295, 254, 45, 45], [160, 256, 46, 46]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img0_NO-MASKED.jpg,NO-MASKED,"[[101, 138, 331, 331]]","[[313, 252, 61, 61], [159, 243, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img1_NO-MASKED.jpg,NO-MASKED,"[[97, 130, 351, 351]]","[[168, 239, 62, 62], [313, 249, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img2_NO-MASKED.jpg,NO-MASKED,"[[93, 123, 358, 358]]","[[168, 240, 64, 64], [312, 249, 62, 62]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img3_NO-MASKED.jpg,NO-MASKED,"[[101, 138, 356, 356]]","[[169, 252, 63, 63], [308, 254, 68, 68]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img4_NO-MASKED.jpg,NO-MASKED,"[[102, 144, 335, 335]]","[[158, 251, 66, 66], [298, 251, 75, 75]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img5_NO-MASKED.jpg,NO-MASKED,"[[59, 129, 370, 370]]","[[284, 252, 69, 69], [138, 252, 62, 62]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img6_NO-MASKED.jpg,NO-MASKED,"[[65, 136, 357, 357]]","[[133, 248, 66, 66], [280, 249, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img7_NO-MASKED.jpg,NO-MASKED,"[[50, 126, 381, 381]]","[[128, 247, 68, 68], [255, 238, 94, 94]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img8_NO-MASKED.jpg,NO-MASKED,"[[58, 122, 377, 377]]","[[128, 244, 72, 72], [275, 245, 76, 76]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img9_NO-MASKED.jpg,NO-MASKED,"[[90, 133, 331, 331]]","[[277, 241, 78, 78], [137, 245, 68, 68]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img10_NO-MASKED.jpg,NO-MASKED,"[[73, 121, 380, 380]]","[[143, 244, 68, 68], [293, 243, 72, 72]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img11_NO-MASKED.jpg,NO-MASKED,"[[124, 131, 331, 331]]","[[175, 238, 69, 69], [325, 240, 70, 70]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img12_NO-MASKED.jpg,NO-MASKED,"[[105, 125, 353, 353]]","[[175, 238, 63, 63], [329, 239, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img13_NO-MASKED.jpg,NO-MASKED,"[[120, 132, 331, 331]]","[[173, 235, 68, 68], [326, 239, 65, 65]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img14_NO-MASKED.jpg,NO-MASKED,"[[105, 123, 353, 353]]","[[173, 233, 70, 70], [326, 239, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img15_NO-MASKED.jpg,NO-MASKED,"[[117, 131, 331, 331]]","[[175, 237, 70, 70], [327, 243, 62, 62]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img16_NO-MASKED.jpg,NO-MASKED,"[[111, 132, 346, 346]]","[[176, 242, 67, 67], [327, 245, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img17_NO-MASKED.jpg,NO-MASKED,"[[103, 130, 358, 358]]","[[179, 245, 65, 65], [326, 247, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img18_NO-MASKED.jpg,NO-MASKED,"[[115, 138, 341, 341]]","[[182, 249, 63, 63], [332, 252, 58, 58]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img19_NO-MASKED.jpg,NO-MASKED,"[[107, 140, 348, 348]]","[[177, 252, 65, 65], [322, 251, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img20_NO-MASKED.jpg,NO-MASKED,"[[94, 145, 357, 357]]","[[173, 258, 65, 65], [326, 264, 57, 57]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img21_NO-MASKED.jpg,NO-MASKED,"[[102, 158, 335, 335]]","[[316, 268, 56, 56], [162, 265, 62, 62]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img22_NO-MASKED.jpg,NO-MASKED,"[[88, 156, 348, 348]]","[[161, 266, 63, 63], [299, 265, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img23_NO-MASKED.jpg,NO-MASKED,"[[86, 150, 359, 359]]","[[304, 269, 62, 62], [163, 269, 60, 60]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img24_NO-MASKED.jpg,NO-MASKED,"[[96, 157, 346, 346]]","[[167, 267, 61, 61], [313, 271, 58, 58]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img25_NO-MASKED.jpg,NO-MASKED,"[[83, 151, 367, 367]]","[[306, 275, 60, 60], [162, 268, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img26_NO-MASKED.jpg,NO-MASKED,"[[86, 158, 350, 350]]","[[157, 269, 62, 62], [294, 269, 73, 73]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img27_NO-MASKED.jpg,NO-MASKED,"[[74, 157, 355, 355]]","[[152, 268, 67, 67], [299, 275, 58, 58]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img28_NO-MASKED.jpg,NO-MASKED,"[[81, 160, 351, 351]]","[[154, 274, 60, 60], [292, 275, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img29_NO-MASKED.jpg,NO-MASKED,"[[78, 167, 354, 354]]","[[156, 280, 58, 58], [293, 280, 63, 63]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img30_NO-MASKED.jpg,NO-MASKED,"[[89, 167, 351, 351]]","[[303, 284, 60, 60], [158, 277, 63, 63]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img31_NO-MASKED.jpg,NO-MASKED,"[[106, 171, 329, 329]]","[[163, 270, 68, 68], [301, 278, 67, 67]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img32_NO-MASKED.jpg,NO-MASKED,"[[100, 166, 342, 342]]","[[170, 275, 59, 59], [303, 276, 67, 67]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img33_NO-MASKED.jpg,NO-MASKED,"[[103, 159, 337, 337]]","[[312, 273, 63, 63], [174, 268, 62, 62]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img34_NO-MASKED.jpg,NO-MASKED,"[[94, 149, 356, 356]]","[[173, 268, 58, 58], [307, 269, 67, 67]]"
